date,name,age,city,state,description,link
2014-09-16,Ashford Kashad,23,Rutherford,New Jersey,Police shot and killed Ashford after a lengthy car chase. [56],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_September_2014
2014-09-16,Brown Carrey,26,Lacey,Washington,The wife of a Joint Base Lewis-McChord soldier said her husband “snapped” and had a mental episode when he fired his gun inside their home. Police said 26-year-old Sgt. Carrey Brown exited the house and fired his gun in the street and after a brief pursuit near the home an Thurston County deputy responded by shooting him with a rifle. [57],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_September_2014
2014-09-17,McClain Tommy,22,Eureka,California,According to a Eureka Police Department press release officers were in the area searching for two subjects wanted on felony warrants. An officer observed two men one of whom appeared to have a handgun. Officers “confronted the man with the gun” and shot him. According to officers McClain had a BB handgun in his waistband. In November 2014 Humboldt County's district attorney declined to file charges against the officers who shot McClain. [53],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_September_2014
2014-09-18,Bunch Ricky Lynn,40,Grainger,Tennessee,Claiborne County Sheriff’s Office described a stand-off between Bunch and law enforcement personnel and during that time Bunch got in and out of his vehicle at various time and displayed both a pistol and a shotgun. During the confrontation Bunch was shot by law enforcement personnel and was pronounced deceased at the scene. [49],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_September_2014
2014-09-18,Smith Charles,29,Savannah,Georgia,"According to police Smith was put into a police car where he managed to move his hands to the front of his body and he kicked out one of the vehicle's windows. ""The officers said as Smith attempted to exit the patrol car they saw that he had a firearm. This encounter resulted in Smith being shot and killed at the scene."" [50]",http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_September_2014
2014-09-18,Willis Michael,42,Jennings,Missouri,St. Louis County police officers shot and killed a man after he pointed a rifle at them during a chase in suburban St. Louis. [51] [52],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_September_2014
2014-09-19,Marval Paul,39,Anaheim,California,An armed-robbery suspect was killed in an exchange of gunfire with Anaheim SWAT officers during a standoff in an auto lot. [44],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_September_2014
2014-09-19,Weaver Levi,18,Cedartown,Georgia,"Weaver's mother told Polk County jail administrator Jerry Shellhouse that Weaver was ""acting crazy"" and ""tearing things up."" Polk County Sheriff Johnny Moats said Weaver approached an officer with a baseball bat and a knife. The deputy shot twice hitting Weaver in his chest killing him. [45] [46]",http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_September_2014
2014-09-19,Cole Gerald,54,San Angelo,Texas,Cole threatened a woman via text message on September 11. Officers attempted to stop Cole who then led them on a low-speed chase. Once stopped Cole exited his vehicle brandishing a handgun and was shot at least once by San Angelo Police officers. Cole died on September 19. [47],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_September_2014
2014-09-19,Smith William,33,Las Cruces,New Mexico,A high-speed chase out of Luna County followed by a multi-hour standoff in Las Cruces ended Friday afternoon with the armed driver shot dead by a New Mexico State Police officer [48],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_September_2014
2014-09-20,Souter Kela,49,Homosassa,Florida,Responding to a call for help with a suicidal woman a Citrus County Sheriff's deputy responded by pointing a gun at Souter and demanding she drop her gun. She did not and he shot and killed her. [40],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_September_2014
2014-09-20,Miller Edward,52,Daytona Beach,Florida,Volusia County Deputy Joel Hernandez and his partner were investigating a separate incident at a business when 52-year-old Edward Miller and his son showed up and got into an argument with an employee. Deputies said Miller brandished a gun and Hernandez perceived a threat and opened fire. Miller who was deaf and sitting in his car died at the scene. Hernandez' action is being investigated by the Florida Department of Law Enforcement. [41] [42] [43],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_September_2014
2014-09-21,Lambert Shane,39,Mansfield,Ohio,Mansfield Police officers shot and killed Lambert in front of his children when he attempted to jump out of a window. [37],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_September_2014
2014-09-21,Satre Daniel,43,Ballston Spa,New York,Police say Satre was screaming and walking in front of cars when two Ballston Spa officers called for backup to help arrest him on disorderly conduct charges. Two officers from the Saratoga County Sheriff's Office and two state troopers arrived and all six attempted to apprehend Satre police said. Stun guns used by officers and he became unconscious after being handcuffed. Police said officers attempted to perform CPR at the scene but Satre was pronounced dead at Saratoga Hospital. [38],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_September_2014
2014-09-21,Beeler Brian,41,Des Moines,Iowa,Officers Peter Wilson and Cody Willis shot Beeler September 17. Officers responded to a complaint about an argument at the home of Beeler's aunt. Police confronted Beeler who had two knives in his waistband. Police said Beeler refused to show his hands and failed to follow officers' instructions to surrender so they shot him. [39],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_September_2014
2014-09-22,Cave James,54,Davenport,Iowa,Responding to a call for help with a drunk man threatening suicide Davenport Police Department officers first negotiated and then shot and killed the man. In August DPD officer shot and killed a 61 year old man with mental illness. [33] [34],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_September_2014
2014-09-22,Acosta Gustavo Segura,36,Fresno,California,"Fresno Police Chief Jerry Dyer said his officers ""did what they felt they needed to do"" for their safety when they shot and killed a man with ""a history of drug use mental illness"" holding a pipe and involved in a domestic dispute. [35] [36]",http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_September_2014
2014-09-23,Rice Brian,57,Goose Creek,South Carolina,State Constable Brian Rice pointed four guns at his wife and later at state police who shot and killed him. Later his wife described Rice as having been diagnosed with cancer and taking “several medications” which changed his personality. [26],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_September_2014
2014-09-23,Lee Joseph,32,Elkhart,Indiana,According to a press release after a foot chase with a man wanted for a felony warrant Elkhart City Police officers shot and killed the man after he pointed a gun at the officers. [27] [28],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_September_2014
2014-09-23,Klessig Thomas,23,University Park,Texas,According to police Klessig was “uncooperative with officers” and was pepper-sprayed. He became unresponsive and was given CPR then was transported to the hospital where he was pronounced dead. [29],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_September_2014
2014-09-23,Tillman Cameron,14,New Orleans,Louisiana,A high school student was shot and killed by a Terrebonne Parish Sheriff's Deputy who reported finding four juveniles in an abandoned home. [30],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_September_2014
2014-09-23,Jolly John,23,Louisville,Kentucky,Responding to a domestic dispute an unidentified Louisville Metro Police officer shot and killed a man after he reached for a gun in his car. [31] [32],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_September_2014
2014-09-24,Hooks David,59,East Dublin,Georgia,Unnamed Laurens County deputies claim Hooks pointed a rifle at them when they tried to search his home. They shot and killed him. [19],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_September_2014
2014-09-24,Majors Craig,39,Los Angeles,California,Following a domestic dispute police found Senior Lead Officer Craig Majors of the West Valley Division dead from suicide. [20],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_September_2014
2014-09-24,Navarre Jacob,25,DeRidder,Louisiana,Louisiana State Police shot and killed a man LSP Sgt. James Anderson said tried to run them over. [21] [22] [23],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_September_2014
2014-09-24,Anderson Nolan,50,New Orleans,Louisiana,St. John the Baptist Parish Sheriff's deputies shot and killed a fellow deputy involved in a domestic dispute. [24],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_September_2014
